protein,freq,study,study_type
GAB4,1,stad_uhongkong,stomach
TLR4,1,stad_uhongkong,stomach
ERRFI1,1,stad_uhongkong,stomach
FZD10,1,stad_uhongkong,stomach
SPRED1,1,stad_uhongkong,stomach
PARK2,1,stad_uhongkong,stomach
YY1AP1,1,stad_uhongkong,stomach
ROS1,1,stad_uhongkong,stomach
PAX3,1,stad_uhongkong,stomach
ELN,1,stad_uhongkong,stomach
LGR6,1,stad_uhongkong,stomach
TNFAIP3,1,stad_uhongkong,stomach
HPS5,1,stad_uhongkong,stomach
CSPP1,1,stad_uhongkong,stomach
PGBD4,1,stad_uhongkong,stomach
CDH11,1,stad_uhongkong,stomach
CRBN,1,stad_uhongkong,stomach
EPHA10,1,stad_uhongkong,stomach
SMAD4,1,stad_uhongkong,stomach
AURKB,1,stad_uhongkong,stomach
EPHA8,1,stad_uhongkong,stomach
FBXW7,1,stad_uhongkong,stomach
NIN,1,stad_uhongkong,stomach
TP53,11,stad_utokyo,stomach
TTN,8,stad_utokyo,stomach
RHOA,7,stad_utokyo,stomach
ARID1A,5,stad_utokyo,stomach
CDH1,5,stad_utokyo,stomach
MYT1L,4,stad_utokyo,stomach
SPTA1,4,stad_utokyo,stomach
KIF2B,4,stad_utokyo,stomach
CACNA1H,4,stad_utokyo,stomach
MUC16,4,stad_utokyo,stomach
CDC27,4,stad_utokyo,stomach
SRRM4,3,stad_utokyo,stomach
NCKAP5,3,stad_utokyo,stomach
RYR2,3,stad_utokyo,stomach
STAB1,3,stad_utokyo,stomach
NF1,3,stad_utokyo,stomach
TPRXL,3,stad_utokyo,stomach
CYP7B1,3,stad_utokyo,stomach
DMD,3,stad_utokyo,stomach
HEATR5B,3,stad_utokyo,stomach
COL12A1,3,stad_utokyo,stomach
DYNC2H1,3,stad_utokyo,stomach
SYNE1,3,stad_utokyo,stomach
MSH3,3,stad_utokyo,stomach
GRM5,3,stad_utokyo,stomach
CRB1,3,stad_utokyo,stomach
KCNT2,3,stad_utokyo,stomach
TLL1,3,stad_utokyo,stomach
ZNF804B,3,stad_utokyo,stomach
PLXNA4,3,stad_utokyo,stomach
CSMD1,3,stad_utokyo,stomach
CHL1,2,stad_utokyo,stomach
DHX36,2,stad_utokyo,stomach
FILIP1,2,stad_utokyo,stomach
EPC2,2,stad_utokyo,stomach
CYP2A6,2,stad_utokyo,stomach
PHYKPL,2,stad_utokyo,stomach
RELN,2,stad_utokyo,stomach
WDR64,2,stad_utokyo,stomach
ABCA4,2,stad_utokyo,stomach
ABCF3,2,stad_utokyo,stomach
KMT2B,2,stad_utokyo,stomach
ARHGAP15,2,stad_utokyo,stomach
NHSL2,2,stad_utokyo,stomach
TRO,2,stad_utokyo,stomach
SPTB,2,stad_utokyo,stomach
LRRK2,2,stad_utokyo,stomach
LAMA1,2,stad_utokyo,stomach
ETFDH,2,stad_utokyo,stomach
OR1C1,2,stad_utokyo,stomach
ADGRV1,2,stad_utokyo,stomach
GMIP,2,stad_utokyo,stomach
CMYA5,2,stad_utokyo,stomach
PCMTD1,2,stad_utokyo,stomach
CSMD2,2,stad_utokyo,stomach
F2R,2,stad_utokyo,stomach
CSMD3,2,stad_utokyo,stomach
PLXNB2,2,stad_utokyo,stomach
TRRAP,2,stad_utokyo,stomach
VWDE,2,stad_utokyo,stomach
CD163,2,stad_utokyo,stomach
PCDH17,2,stad_utokyo,stomach
TTC6,2,stad_utokyo,stomach
TUFT1,2,stad_utokyo,stomach
TULP1,2,stad_utokyo,stomach
AMZ2,2,stad_utokyo,stomach
MEN1,2,stad_utokyo,stomach
PNMAL2,2,stad_utokyo,stomach
CFAP65,2,stad_utokyo,stomach
FSIP2,2,stad_utokyo,stomach
PLEKHG1,2,stad_utokyo,stomach
KMT2C,2,stad_utokyo,stomach
NLGN3,2,stad_utokyo,stomach
FREM2,2,stad_utokyo,stomach
KIF9,2,stad_utokyo,stomach
FAT2,2,stad_utokyo,stomach
CNTNAP5,2,stad_utokyo,stomach
FBN1,2,stad_utokyo,stomach
SERPINI2,2,stad_utokyo,stomach
LRRIQ1,2,stad_utokyo,stomach
PYGO2,2,stad_utokyo,stomach
PXDN,2,stad_utokyo,stomach
HMCN2,2,stad_utokyo,stomach
ANKRD13C,2,stad_utokyo,stomach
GLI1,2,stad_utokyo,stomach
SKOR2,2,stad_utokyo,stomach
CNTN5,2,stad_utokyo,stomach
ERI3,2,stad_utokyo,stomach
SCN3A,2,stad_utokyo,stomach
SCN5A,2,stad_utokyo,stomach
PTPRQ,2,stad_utokyo,stomach
ADAMTS16,2,stad_utokyo,stomach
CPSF1,2,stad_utokyo,stomach
TP53I13,2,stad_utokyo,stomach
NHS,2,stad_utokyo,stomach
COL14A1,2,stad_utokyo,stomach
FAM65A,2,stad_utokyo,stomach
ALB,2,stad_utokyo,stomach
VAV1,2,stad_utokyo,stomach
GPRASP2,2,stad_utokyo,stomach
NOTCH1,2,stad_utokyo,stomach
NOTCH3,2,stad_utokyo,stomach
AGAP3,2,stad_utokyo,stomach
TRIM72,2,stad_utokyo,stomach
SAMD1,2,stad_utokyo,stomach
SIN3B,2,stad_utokyo,stomach
COL6A3,2,stad_utokyo,stomach
TRIB2,2,stad_utokyo,stomach
ZEB1,2,stad_utokyo,stomach
CHERP,2,stad_utokyo,stomach
DRP2,2,stad_utokyo,stomach
UNCX,2,stad_utokyo,stomach
COL6A6,2,stad_utokyo,stomach
FOXP2,2,stad_utokyo,stomach
ADAMTS2,2,stad_utokyo,stomach
CTC1,2,stad_utokyo,stomach
BAZ2B,2,stad_utokyo,stomach
PPFIA2,2,stad_utokyo,stomach
SMCHD1,2,stad_utokyo,stomach
FAT3,2,stad_utokyo,stomach
ABCB5,2,stad_utokyo,stomach
TAF1B,2,stad_utokyo,stomach
CAPZB,2,stad_utokyo,stomach
SLC44A2,2,stad_utokyo,stomach
MUC19,2,stad_utokyo,stomach
LAMB2,2,stad_utokyo,stomach
GRN,2,stad_utokyo,stomach
RFX6,2,stad_utokyo,stomach
GPRC6A,2,stad_utokyo,stomach
MIB2,2,stad_utokyo,stomach
TMEM247,2,stad_utokyo,stomach
TARS2,2,stad_utokyo,stomach
ADAMTSL3,2,stad_utokyo,stomach
KIAA1614,2,stad_utokyo,stomach
PTPRT,2,stad_utokyo,stomach
ADGB,2,stad_utokyo,stomach
SPTBN4,2,stad_utokyo,stomach
UBXN11,2,stad_utokyo,stomach
MAPK15,2,stad_utokyo,stomach
NETO1,2,stad_utokyo,stomach
TMEM132D,2,stad_utokyo,stomach
UNC45B,2,stad_utokyo,stomach
AP5B1,2,stad_utokyo,stomach
ATRNL1,2,stad_utokyo,stomach
VCAN,2,stad_utokyo,stomach
SETBP1,2,stad_utokyo,stomach
TENM1,2,stad_utokyo,stomach
FMN2,2,stad_utokyo,stomach
MACF1,2,stad_utokyo,stomach
PNPLA8,2,stad_utokyo,stomach
TTC17,2,stad_utokyo,stomach
ROS1,2,stad_utokyo,stomach
RP1,2,stad_utokyo,stomach
TRAK2,2,stad_utokyo,stomach
TMEM151A,2,stad_utokyo,stomach
DSEL,2,stad_utokyo,stomach
POLQ,2,stad_utokyo,stomach
TOPORS,2,stad_utokyo,stomach
RIMS2,2,stad_utokyo,stomach
MAP2K3,2,stad_utokyo,stomach
ATP2A1,2,stad_utokyo,stomach
ATP2B3,2,stad_utokyo,stomach
SNTB1,2,stad_utokyo,stomach
MVK,2,stad_utokyo,stomach
CFAP46,2,stad_utokyo,stomach
PHLPP2,2,stad_utokyo,stomach
OTOG,2,stad_utokyo,stomach
DNAH11,2,stad_utokyo,stomach
GABRA5,2,stad_utokyo,stomach
EPHB3,1,stad_utokyo,stomach
CDKN1B,1,stad_utokyo,stomach
CDKN2A,1,stad_utokyo,stomach
PDS5B,1,stad_utokyo,stomach
NCOA3,1,stad_utokyo,stomach
ERBB2,1,stad_utokyo,stomach
MYH11,1,stad_utokyo,stomach
EPPK1,1,stad_utokyo,stomach
WWOX,1,stad_utokyo,stomach
EPHA6,1,stad_utokyo,stomach
UHRF1BP1L,1,stad_utokyo,stomach
ATRX,1,stad_utokyo,stomach
PDGFRB,1,stad_utokyo,stomach
INHBA,1,stad_utokyo,stomach
KDM4C,1,stad_utokyo,stomach
ABCA12,1,stad_utokyo,stomach
HLA-DPB1,1,stad_utokyo,stomach
AXL,1,stad_utokyo,stomach
9-Sep,1,stad_utokyo,stomach
SPEG,1,stad_utokyo,stomach
ACP1,1,stad_utokyo,stomach
HLF,1,stad_utokyo,stomach
GATA1,1,stad_utokyo,stomach
OBSCN,1,stad_utokyo,stomach
IKZF1,1,stad_utokyo,stomach
CHD1,1,stad_utokyo,stomach
TSC2,1,stad_utokyo,stomach
CCND1,1,stad_utokyo,stomach
IRS1,1,stad_utokyo,stomach
PLXND1,1,stad_utokyo,stomach
KEAP1,1,stad_utokyo,stomach
EZH1,1,stad_utokyo,stomach
FOXA2,1,stad_utokyo,stomach
TRIP11,1,stad_utokyo,stomach
LRP1B,1,stad_utokyo,stomach
CIC,1,stad_utokyo,stomach
ZRANB3,1,stad_utokyo,stomach
PRDM2,1,stad_utokyo,stomach
DDX6,1,stad_utokyo,stomach
AXIN2,1,stad_utokyo,stomach
BAP1,1,stad_utokyo,stomach
BLM,1,stad_utokyo,stomach
FANCD2,1,stad_utokyo,stomach
JAK1,1,stad_utokyo,stomach
MAGI2,1,stad_utokyo,stomach
PASK,1,stad_utokyo,stomach
HIST1H2BC,1,stad_utokyo,stomach
PTPRD,1,stad_utokyo,stomach
GPC3,1,stad_utokyo,stomach
PTPRO,1,stad_utokyo,stomach
PIK3CA,1,stad_utokyo,stomach
FUBP1,1,stad_utokyo,stomach
GLI3,1,stad_utokyo,stomach
FIP1L1,1,stad_utokyo,stomach
KMT2A,1,stad_utokyo,stomach
MLLT4,1,stad_utokyo,stomach
MDS2,1,stad_utokyo,stomach
FGF14,1,stad_utokyo,stomach
FGFR1,1,stad_utokyo,stomach
FGFR2,1,stad_utokyo,stomach
GNAS,1,stad_utokyo,stomach
PLEC,1,stad_utokyo,stomach
C5ORF42,1,stad_utokyo,stomach
DNAH5,1,stad_utokyo,stomach
TAF1L,1,stad_utokyo,stomach
MAP4K4,1,stad_utokyo,stomach
DEK,1,stad_utokyo,stomach
MED12,1,stad_utokyo,stomach
ALOX12B,1,stad_utokyo,stomach
SMYD3,1,stad_utokyo,stomach
NOTCH2,1,stad_utokyo,stomach
NOTCH4,1,stad_utokyo,stomach
DNMT1,1,stad_utokyo,stomach
DNMT3B,1,stad_utokyo,stomach
DOCK2,1,stad_utokyo,stomach
DOCK3,1,stad_utokyo,stomach
FOXO3,1,stad_utokyo,stomach
SEMG1,1,stad_utokyo,stomach
CNTN4,1,stad_utokyo,stomach
FAT4,1,stad_utokyo,stomach
RARA,1,stad_utokyo,stomach
AFF2,1,stad_utokyo,stomach
RASA1,1,stad_utokyo,stomach
POLE,1,stad_utokyo,stomach
PCLO,1,stad_utokyo,stomach
DDR2,1,stad_utokyo,stomach
AFF3,1,stad_utokyo,stomach
SOCS3,1,stad_utokyo,stomach
WT1,1,stad_utokyo,stomach
APC,1,stad_utokyo,stomach
ARHGEF12,1,stad_utokyo,stomach
TRIOBP,1,stad_utokyo,stomach
RNF213,1,stad_utokyo,stomach
RECQL,1,stad_utokyo,stomach
RICTOR,1,stad_utokyo,stomach
ZC3H18,1,stad_utokyo,stomach
XPC,1,stad_utokyo,stomach
MSI1,1,stad_utokyo,stomach
NR3C1,1,stad_utokyo,stomach
CUBN,1,stad_utokyo,stomach
LCP1,1,stad_utokyo,stomach
GRM3,1,stad_utokyo,stomach
FANCM,1,stad_utokyo,stomach
CBL,1,stad_utokyo,stomach
TMEM127,1,stad_utokyo,stomach
TERT,1,stad_utokyo,stomach
MAP3K6,1,stad_utokyo,stomach
ADGRA2,1,stad_utokyo,stomach
YWHAE,1,stad_utokyo,stomach
DICER1,1,stad_utokyo,stomach
PREX2,1,stad_utokyo,stomach
PPP4R3A,1,stad_utokyo,stomach
TRIM7,1,stad_utokyo,stomach
MST1R,1,stad_utokyo,stomach
TGFBR1,1,stad_utokyo,stomach
SNED1,1,stad_utokyo,stomach
LIFR,1,stad_utokyo,stomach
USP6,1,stad_utokyo,stomach
NCOR2,1,stad_utokyo,stomach
DHRS12,1,stad_utokyo,stomach
OTX2,1,stad_utokyo,stomach
BCL11B,1,stad_utokyo,stomach
HOOK3,1,stad_utokyo,stomach
ZFHX4,1,stad_utokyo,stomach
IGFBP7,1,stad_utokyo,stomach
EGFR,1,stad_utokyo,stomach
SMC3,1,stad_utokyo,stomach
LOR,1,stad_utokyo,stomach
PRF1,1,stad_utokyo,stomach
ARID2,1,stad_utokyo,stomach
BRD4,1,stad_utokyo,stomach
MDC1,1,stad_utokyo,stomach
DCHS1,1,stad_utokyo,stomach
ANKRD11,1,stad_utokyo,stomach
SMARCA4,1,stad_utokyo,stomach
PCSK7,1,stad_utokyo,stomach
LRP5,1,stad_utokyo,stomach
KIF4B,1,stad_utokyo,stomach
PARK2,1,stad_utokyo,stomach
CTLA4,1,stad_utokyo,stomach
PAX3,1,stad_utokyo,stomach
PRKDC,1,stad_utokyo,stomach
CTNNB1,1,stad_utokyo,stomach
BRSK1,1,stad_utokyo,stomach
PRDM14,1,stad_utokyo,stomach
MUC6,1,stad_utokyo,stomach
CDH11,1,stad_utokyo,stomach
ZMYM3,1,stad_utokyo,stomach
METTL2B,1,stad_utokyo,stomach
TP53BP1,1,stad_utokyo,stomach
SMAD4,1,stad_utokyo,stomach
SON,1,stad_utokyo,stomach
EPHB1,1,stad_utokyo,stomach
NIN,1,stad_utokyo,stomach
TP53,190,stad_tcga,stomach
LRP1B,104,stad_tcga,stomach
ARID1A,102,stad_tcga,stomach
SYNE1,101,stad_tcga,stomach
CSMD3,95,stad_tcga,stomach
OBSCN,93,stad_tcga,stomach
FLG,86,stad_tcga,stomach
FAT4,85,stad_tcga,stomach
CSMD1,84,stad_tcga,stomach
PCLO,80,stad_tcga,stomach
FAT3,73,stad_tcga,stomach
DNAH5,73,stad_tcga,stomach
SPTA1,69,stad_tcga,stomach
KMT2D,69,stad_tcga,stomach
PIK3CA,65,stad_tcga,stomach
ACVR2A,59,stad_tcga,stomach
LRRK2,59,stad_tcga,stomach
AHNAK2,58,stad_tcga,stomach
KMT2C,55,stad_tcga,stomach
PLEC,55,stad_tcga,stomach
PCDH10,54,stad_tcga,stomach
DMD,53,stad_tcga,stomach
DOCK3,51,stad_tcga,stomach
CIC,51,stad_tcga,stomach
PREX2,50,stad_tcga,stomach
GLI3,50,stad_tcga,stomach
APC,49,stad_tcga,stomach
RNF43,49,stad_tcga,stomach
ERBB4,49,stad_tcga,stomach
TRRAP,48,stad_tcga,stomach
RNF213,48,stad_tcga,stomach
MUC6,46,stad_tcga,stomach
BRD8,46,stad_tcga,stomach
TTK,46,stad_tcga,stomach
KMT2B,45,stad_tcga,stomach
COL11A1,44,stad_tcga,stomach
RPL22,44,stad_tcga,stomach
KIAA1109,44,stad_tcga,stomach
PTPRT,44,stad_tcga,stomach
NAV3,44,stad_tcga,stomach
PRKDC,43,stad_tcga,stomach
RP1,43,stad_tcga,stomach
DMXL2,43,stad_tcga,stomach
ZFHX3,42,stad_tcga,stomach
ADGRB3,42,stad_tcga,stomach
SLITRK5,42,stad_tcga,stomach
RELN,42,stad_tcga,stomach
AKAP9,42,stad_tcga,stomach
DCLK1,41,stad_tcga,stomach
TCHH,41,stad_tcga,stomach
ATM,39,stad_tcga,stomach
PGM5,39,stad_tcga,stomach
CNTLN,39,stad_tcga,stomach
SCN10A,39,stad_tcga,stomach
CNTN6,39,stad_tcga,stomach
XYLT2,39,stad_tcga,stomach
PXDNL,39,stad_tcga,stomach
KMT2A,38,stad_tcga,stomach
KRT75,38,stad_tcga,stomach
CREBBP,38,stad_tcga,stomach
JARID2,38,stad_tcga,stomach
BRCA2,37,stad_tcga,stomach
TRPA1,37,stad_tcga,stomach
CHD4,37,stad_tcga,stomach
ZBTB20,37,stad_tcga,stomach
ZNF804B,37,stad_tcga,stomach
SPEN,37,stad_tcga,stomach
KRAS,37,stad_tcga,stomach
FAM212A,37,stad_tcga,stomach
KCNB2,36,stad_tcga,stomach
DOCK2,36,stad_tcga,stomach
SYCP2,36,stad_tcga,stomach
LRRN2,36,stad_tcga,stomach
TRIM51,36,stad_tcga,stomach
ZNF208,36,stad_tcga,stomach
MBD6,35,stad_tcga,stomach
MYH9,35,stad_tcga,stomach
ERBB3,35,stad_tcga,stomach
GRM1,35,stad_tcga,stomach
MSH3,34,stad_tcga,stomach
DCHS1,34,stad_tcga,stomach
SETBP1,34,stad_tcga,stomach
FAT1,34,stad_tcga,stomach
CNTNAP5,34,stad_tcga,stomach
TAF1L,34,stad_tcga,stomach
NOTCH2,33,stad_tcga,stomach
CDH1,33,stad_tcga,stomach
PHF2,33,stad_tcga,stomach
ESRP1,33,stad_tcga,stomach
NWD1,33,stad_tcga,stomach
FHOD3,33,stad_tcga,stomach
SYCP1,33,stad_tcga,stomach
ADAMTS16,33,stad_tcga,stomach
TRIOBP,33,stad_tcga,stomach
GRM5,33,stad_tcga,stomach
TPTE,33,stad_tcga,stomach
ATP10A,33,stad_tcga,stomach
MKI67,32,stad_tcga,stomach
CDH11,32,stad_tcga,stomach
BCLAF1,32,stad_tcga,stomach
SPECC1,32,stad_tcga,stomach
CARD11,32,stad_tcga,stomach
POLQ,32,stad_tcga,stomach
KIF2B,32,stad_tcga,stomach
PCDHA11,32,stad_tcga,stomach
SLITRK1,31,stad_tcga,stomach
ANKRD11,31,stad_tcga,stomach
CDH10,31,stad_tcga,stomach
ZNF521,31,stad_tcga,stomach
NCOR2,31,stad_tcga,stomach
PTPRD,31,stad_tcga,stomach
FBXW7,31,stad_tcga,stomach
SALL1,31,stad_tcga,stomach
HDLBP,31,stad_tcga,stomach
ARID1B,30,stad_tcga,stomach
TEAD2,30,stad_tcga,stomach
NF1,30,stad_tcga,stomach
OCA2,30,stad_tcga,stomach
DCDC1,30,stad_tcga,stomach
PTEN,30,stad_tcga,stomach
ZNF804A,30,stad_tcga,stomach
MAGEC1,30,stad_tcga,stomach
EPHA5,30,stad_tcga,stomach
PDS5B,30,stad_tcga,stomach
LARP4B,30,stad_tcga,stomach
FANCM,29,stad_tcga,stomach
ATR,29,stad_tcga,stomach
PDE4DIP,29,stad_tcga,stomach
PTPRS,29,stad_tcga,stomach
AFF2,29,stad_tcga,stomach
PRDM2,29,stad_tcga,stomach
ARID2,29,stad_tcga,stomach
NOTCH1,28,stad_tcga,stomach
CDH9,28,stad_tcga,stomach
ABCB1,28,stad_tcga,stomach
MAP2K7,28,stad_tcga,stomach
BCOR,28,stad_tcga,stomach
EDNRB,28,stad_tcga,stomach
EPHA2,28,stad_tcga,stomach
EPHA3,28,stad_tcga,stomach
EPHB1,28,stad_tcga,stomach
SLITRK6,28,stad_tcga,stomach
MGA,28,stad_tcga,stomach
ASXL3,28,stad_tcga,stomach
HLA-B,28,stad_tcga,stomach
UPF3A,28,stad_tcga,stomach
KAT6A,28,stad_tcga,stomach
SMAD4,28,stad_tcga,stomach
BCL9,27,stad_tcga,stomach
TRIM48,27,stad_tcga,stomach
NCOR1,27,stad_tcga,stomach
PCDHGA12,27,stad_tcga,stomach
MDC1,27,stad_tcga,stomach
MAGI2,27,stad_tcga,stomach
FLT4,27,stad_tcga,stomach
MCM8,27,stad_tcga,stomach
TLR4,27,stad_tcga,stomach
FAM47C,26,stad_tcga,stomach
AR,26,stad_tcga,stomach
ATRX,26,stad_tcga,stomach
DLGAP3,26,stad_tcga,stomach
MXRA8,26,stad_tcga,stomach
CR1,26,stad_tcga,stomach
PPP1R3A,26,stad_tcga,stomach
P4HTM,26,stad_tcga,stomach
CTNNB1,26,stad_tcga,stomach
CUX1,26,stad_tcga,stomach
HDAC4,26,stad_tcga,stomach
BCORL1,26,stad_tcga,stomach
PBRM1,26,stad_tcga,stomach
RBM6,26,stad_tcga,stomach
CCDC178,26,stad_tcga,stomach
MTOR,26,stad_tcga,stomach
EPHA6,26,stad_tcga,stomach
BTBD11,26,stad_tcga,stomach
CAMTA1,26,stad_tcga,stomach
AFF3,26,stad_tcga,stomach
NUP214,26,stad_tcga,stomach
LMAN1,26,stad_tcga,stomach
MLLT4,25,stad_tcga,stomach
TSHZ3,25,stad_tcga,stomach
KIAA1549,25,stad_tcga,stomach
MYH11,25,stad_tcga,stomach
TAF1B,25,stad_tcga,stomach
POLE,25,stad_tcga,stomach
PCDHB5,25,stad_tcga,stomach
NARS2,25,stad_tcga,stomach
KLF3,25,stad_tcga,stomach
SMARCA4,25,stad_tcga,stomach
SLX4,25,stad_tcga,stomach
SLITRK2,25,stad_tcga,stomach
IRS1,25,stad_tcga,stomach
KCNA4,25,stad_tcga,stomach
BCL11A,24,stad_tcga,stomach
IRS4,24,stad_tcga,stomach
NUMA1,24,stad_tcga,stomach
CTNND1,24,stad_tcga,stomach
EPPK1,24,stad_tcga,stomach
TSHZ2,24,stad_tcga,stomach
ROS1,24,stad_tcga,stomach
EP300,24,stad_tcga,stomach
PLEKHA6,24,stad_tcga,stomach
LARP7,24,stad_tcga,stomach
FRMD4A,24,stad_tcga,stomach
TET1,24,stad_tcga,stomach
PDCD11,24,stad_tcga,stomach
PCDHB6,24,stad_tcga,stomach
WHSC1,24,stad_tcga,stomach
INPPL1,24,stad_tcga,stomach
WNK4,24,stad_tcga,stomach
SALL4,24,stad_tcga,stomach
LRP5,24,stad_tcga,stomach
WDR49,23,stad_tcga,stomach
DCAF12L2,23,stad_tcga,stomach
NOTCH3,23,stad_tcga,stomach
PIK3CG,23,stad_tcga,stomach
IRX1,23,stad_tcga,stomach
CYLC1,23,stad_tcga,stomach
KDM5A,23,stad_tcga,stomach
NIN,23,stad_tcga,stomach
EPHB2,23,stad_tcga,stomach
STAG1,23,stad_tcga,stomach
RXFP3,23,stad_tcga,stomach
SLCO6A1,23,stad_tcga,stomach
FSHR,23,stad_tcga,stomach
ASXL1,23,stad_tcga,stomach
BRINP3,23,stad_tcga,stomach
WNK1,23,stad_tcga,stomach
LRRC4B,23,stad_tcga,stomach
NOTCH4,22,stad_tcga,stomach
PAX6,22,stad_tcga,stomach
JAKMIP1,22,stad_tcga,stomach
CPS1,22,stad_tcga,stomach
PTCH1,22,stad_tcga,stomach
SPG20,22,stad_tcga,stomach
THSD1,22,stad_tcga,stomach
PCDHB8,22,stad_tcga,stomach
NSD1,22,stad_tcga,stomach
ICE1,22,stad_tcga,stomach
TP53BP1,22,stad_tcga,stomach
IPO5,22,stad_tcga,stomach
TUSC3,22,stad_tcga,stomach
DCAF12L1,22,stad_tcga,stomach
MAP3K4,21,stad_tcga,stomach
AXIN2,21,stad_tcga,stomach
ATP6V1B1,21,stad_tcga,stomach
SERPINB10,21,stad_tcga,stomach
OR7E24,21,stad_tcga,stomach
TCEB3B,21,stad_tcga,stomach
KCNU1,21,stad_tcga,stomach
NCOA2,21,stad_tcga,stomach
NLRP9,21,stad_tcga,stomach
CTCF,21,stad_tcga,stomach
CBWD1,21,stad_tcga,stomach
ANKRD12,21,stad_tcga,stomach
TAF1,21,stad_tcga,stomach
GNAS,21,stad_tcga,stomach
PCDHB12,21,stad_tcga,stomach
PCDHB7,21,stad_tcga,stomach
PCDHB3,21,stad_tcga,stomach
PCDHB2,21,stad_tcga,stomach
GRIN2A,21,stad_tcga,stomach
MSH6,21,stad_tcga,stomach
HLA-A,21,stad_tcga,stomach
TTF1,21,stad_tcga,stomach
RICTOR,21,stad_tcga,stomach
IRF2,21,stad_tcga,stomach
JAK1,21,stad_tcga,stomach
CASC5,21,stad_tcga,stomach
BRD3,21,stad_tcga,stomach
MAG,20,stad_tcga,stomach
KDM5C,20,stad_tcga,stomach
CUL1,20,stad_tcga,stomach
AXL,20,stad_tcga,stomach
WDR90,20,stad_tcga,stomach
CYP7B1,20,stad_tcga,stomach
MAGEL2,20,stad_tcga,stomach
PRKD1,20,stad_tcga,stomach
FRG1BP,20,stad_tcga,stomach
BRSK1,20,stad_tcga,stomach
AGO2,20,stad_tcga,stomach
CDK12,20,stad_tcga,stomach
GLI1,20,stad_tcga,stomach
PCDHB11,20,stad_tcga,stomach
GRM3,20,stad_tcga,stomach
KAT6B,20,stad_tcga,stomach
CADM1,20,stad_tcga,stomach
POM121L12,20,stad_tcga,stomach
WRN,20,stad_tcga,stomach
DCSTAMP,20,stad_tcga,stomach
ITGAL,20,stad_tcga,stomach
KCNH1,20,stad_tcga,stomach
LHCGR,20,stad_tcga,stomach
USP9X,19,stad_tcga,stomach
MN1,19,stad_tcga,stomach
AMPH,19,stad_tcga,stomach
ZNF835,19,stad_tcga,stomach
RHOA,19,stad_tcga,stomach
CTNNA3,19,stad_tcga,stomach
BAX,19,stad_tcga,stomach
CAD,19,stad_tcga,stomach
TRIML2,19,stad_tcga,stomach
PTCHD3,19,stad_tcga,stomach
RASA1,19,stad_tcga,stomach
EGFR,19,stad_tcga,stomach
ERBB2,19,stad_tcga,stomach
EXT1,19,stad_tcga,stomach
OR5M3,19,stad_tcga,stomach
WASF3,19,stad_tcga,stomach
CCT8L2,19,stad_tcga,stomach
NPBWR1,19,stad_tcga,stomach
PCDHB15,19,stad_tcga,stomach
PCDHB14,19,stad_tcga,stomach
FZD10,19,stad_tcga,stomach
TPTE2,19,stad_tcga,stomach
ZNF676,19,stad_tcga,stomach
OR4C15,19,stad_tcga,stomach
C9ORF131,19,stad_tcga,stomach
KCNA5,19,stad_tcga,stomach
AMER1,18,stad_tcga,stomach
ARL13B,18,stad_tcga,stomach
B2M,18,stad_tcga,stomach
BRAF,18,stad_tcga,stomach
CASP8,18,stad_tcga,stomach
PAX1,18,stad_tcga,stomach
CNBD1,18,stad_tcga,stomach
PGR,18,stad_tcga,stomach
PLCG2,18,stad_tcga,stomach
CNGA4,18,stad_tcga,stomach
COL1A1,18,stad_tcga,stomach
ADGRA2,18,stad_tcga,stomach
WHSC1L1,18,stad_tcga,stomach
DDX10,18,stad_tcga,stomach
KHDRBS2,18,stad_tcga,stomach
EPHB6,18,stad_tcga,stomach
FLT1,18,stad_tcga,stomach
DDX17,18,stad_tcga,stomach
MYO18A,18,stad_tcga,stomach
PRDM16,18,stad_tcga,stomach
GATA3,18,stad_tcga,stomach
RPS6KA6,18,stad_tcga,stomach
ARHGAP35,18,stad_tcga,stomach
TPR,18,stad_tcga,stomach
HGF,18,stad_tcga,stomach
FAM155A,18,stad_tcga,stomach
SPATA20,18,stad_tcga,stomach
IGF1R,18,stad_tcga,stomach
AMY2B,17,stad_tcga,stomach
SETD2,17,stad_tcga,stomach
NCOA1,17,stad_tcga,stomach
ZNF878,17,stad_tcga,stomach
ZBTB7C,17,stad_tcga,stomach
CASP5,17,stad_tcga,stomach
LATS1,17,stad_tcga,stomach
CDKN2A,17,stad_tcga,stomach
RECQL4,17,stad_tcga,stomach
A2ML1,17,stad_tcga,stomach
GYLTL1B,17,stad_tcga,stomach
SLC32A1,17,stad_tcga,stomach
SOHLH2,17,stad_tcga,stomach
THRAP3,17,stad_tcga,stomach
EPHA10,17,stad_tcga,stomach
ABCA9,17,stad_tcga,stomach
F13B,17,stad_tcga,stomach
LIPT1,17,stad_tcga,stomach
ST8SIA6,17,stad_tcga,stomach
UBBP4,17,stad_tcga,stomach
OR51E2,17,stad_tcga,stomach
IL7R,17,stad_tcga,stomach
TET3,17,stad_tcga,stomach
PARP4,16,stad_tcga,stomach
AARS2,16,stad_tcga,stomach
RPTOR,16,stad_tcga,stomach
MMP9,16,stad_tcga,stomach
MKL1,16,stad_tcga,stomach
TMC4,16,stad_tcga,stomach
MAGEE1,16,stad_tcga,stomach
DDI1,16,stad_tcga,stomach
BLM,16,stad_tcga,stomach
