protein,freq,study,study_type
DAXX,1,blca_tcga,bladder
RNF43,1,blca_tcga,bladder
DDX6,1,blca_tcga,bladder
PTPN2,1,blca_tcga,bladder
SRGAP3,1,blca_tcga,bladder
KCNJ5,1,blca_tcga,bladder
DKC1,1,blca_tcga,bladder
MAFB,1,blca_tcga,bladder
CDC73,1,blca_tcga,bladder
KLK2,1,blca_tcga,bladder
TET3,1,blca_tcga,bladder
RAC1,1,blca_tcga,bladder
DNMT3A,1,blca_tcga,bladder
DNMT3B,1,blca_tcga,bladder
TFEB,1,blca_tcga,bladder
RAF1,1,blca_tcga,bladder
AKT3,1,blca_tcga,bladder
CYSLTR2,1,blca_tcga,bladder
DUSP2,1,blca_tcga,bladder
PARP2,1,blca_tcga,bladder
DUSP4,1,blca_tcga,bladder
PARP3,1,blca_tcga,bladder
RASGEF1A,1,blca_tcga,bladder
NR4A3,1,blca_tcga,bladder
LCK,1,blca_tcga,bladder
LCP1,1,blca_tcga,bladder
FAM58A,1,blca_tcga,bladder
SHOC2,1,blca_tcga,bladder
LFNG,1,blca_tcga,bladder
RHEB,1,blca_tcga,bladder
TRIM7,1,blca_tcga,bladder
ESCO2,1,blca_tcga,bladder
HMGA2,1,blca_tcga,bladder
LATS2,1,blca_tcga,bladder
APH1A,1,blca_tcga,bladder
LMO2,1,blca_tcga,bladder
EGR3,1,blca_tcga,bladder
EIF2B1,1,blca_tcga,bladder
EIF4E,1,blca_tcga,bladder
EIF4EBP1,1,blca_tcga,bladder
LHFP,1,blca_tcga,bladder
ELF4,1,blca_tcga,bladder
TAF15,1,blca_tcga,bladder
ELK4,1,blca_tcga,bladder
GREM1,1,blca_tcga,bladder
EGFL7,1,blca_tcga,bladder
LEF1,1,blca_tcga,bladder
RPL5,1,blca_tcga,bladder
CRBN,1,blca_tcga,bladder
EPAS1,1,blca_tcga,bladder
EPHA10,1,blca_tcga,bladder
RPL13,1,blca_tcga,bladder
RPL15,1,blca_tcga,bladder
EPHA3,1,blca_tcga,bladder
MAF,1,blca_tcga,bladder
PIK3CA,975,brca_metabric,breast
TP53,864,brca_metabric,breast
MUC16,409,brca_metabric,breast
AHNAK2,395,brca_metabric,breast
SYNE1,294,brca_metabric,breast
KMT2C,280,brca_metabric,breast
GATA3,269,brca_metabric,breast
MAP3K1,236,brca_metabric,breast
CDH1,236,brca_metabric,breast
DNAH11,226,brca_metabric,breast
AHNAK,220,brca_metabric,breast
DNAH2,186,brca_metabric,breast
KMT2D,176,brca_metabric,breast
USH2A,170,brca_metabric,breast
DNAH5,167,brca_metabric,breast
RYR2,161,brca_metabric,breast
HERC2,161,brca_metabric,breast
PDE4DIP,145,brca_metabric,breast
AKAP9,143,brca_metabric,breast
TG,137,brca_metabric,breast
BIRC6,128,brca_metabric,breast
UTRN,124,brca_metabric,breast
TBX3,123,brca_metabric,breast
COL6A3,119,brca_metabric,breast
LAMA2,117,brca_metabric,breast
NOTCH1,116,brca_metabric,breast
ARID1A,114,brca_metabric,breast
CBFB,109,brca_metabric,breast
COL12A1,103,brca_metabric,breast
NCOR2,102,brca_metabric,breast
AKT1,100,brca_metabric,breast
COL22A1,97,brca_metabric,breast
PTEN,95,brca_metabric,breast
THADA,95,brca_metabric,breast
ATR,92,brca_metabric,breast
NF1,92,brca_metabric,breast
STAB2,91,brca_metabric,breast
NCOR1,89,brca_metabric,breast
MYH9,87,brca_metabric,breast
ROS1,82,brca_metabric,breast
MAP2K4,81,brca_metabric,breast
RUNX1,80,brca_metabric,breast
ARID1B,74,brca_metabric,breast
ERBB2,71,brca_metabric,breast
LAMB3,71,brca_metabric,breast
SHANK2,70,brca_metabric,breast
SETD1A,69,brca_metabric,breast
MLLT4,68,brca_metabric,breast
EP300,68,brca_metabric,breast
SF3B1,66,brca_metabric,breast
PTPRD,64,brca_metabric,breast
USP9X,63,brca_metabric,breast
ERBB3,62,brca_metabric,breast
SETD2,62,brca_metabric,breast
THSD7A,61,brca_metabric,breast
ALK,61,brca_metabric,breast
MYO1A,60,brca_metabric,breast
FANCA,60,brca_metabric,breast
PIK3R1,60,brca_metabric,breast
UBR5,57,brca_metabric,breast
RB1,56,brca_metabric,breast
MYO3A,56,brca_metabric,breast
ASXL1,54,brca_metabric,breast
ADGRA2,54,brca_metabric,breast
CTCF,54,brca_metabric,breast
APC,52,brca_metabric,breast
TAF1,52,brca_metabric,breast
ASXL2,50,brca_metabric,breast
PTPRM,49,brca_metabric,breast
USP28,47,brca_metabric,breast
FANCD2,46,brca_metabric,breast
BRCA2,45,brca_metabric,breast
GLDC,45,brca_metabric,breast
ARID2,45,brca_metabric,breast
KDM6A,45,brca_metabric,breast
AFF2,44,brca_metabric,breast
PBRM1,44,brca_metabric,breast
CTNNA3,44,brca_metabric,breast
LIFR,43,brca_metabric,breast
BRCA1,42,brca_metabric,breast
NCOA3,41,brca_metabric,breast
FOXO3,40,brca_metabric,breast
BAP1,40,brca_metabric,breast
KDM3A,37,brca_metabric,breast
L1CAM,37,brca_metabric,breast
EGFR,37,brca_metabric,breast
SBNO1,36,brca_metabric,breast
ARID5B,36,brca_metabric,breast
MAP3K10,36,brca_metabric,breast
CACNA2D3,36,brca_metabric,breast
CHD1,35,brca_metabric,breast
JAK1,35,brca_metabric,breast
SETDB1,34,brca_metabric,breast
PALLD,33,brca_metabric,breast
FLT3,32,brca_metabric,breast
AGMO,32,brca_metabric,breast
SMARCC2,32,brca_metabric,breast
ERBB4,31,brca_metabric,breast
SIK1,31,brca_metabric,breast
FAM20C,31,brca_metabric,breast
BCAS3,30,brca_metabric,breast
NEK1,30,brca_metabric,breast
PRKCQ,30,brca_metabric,breast
SMAD4,29,brca_metabric,breast
DCAF4L2,28,brca_metabric,breast
CASP8,28,brca_metabric,breast
SIK2,28,brca_metabric,breast
SMARCC1,28,brca_metabric,breast
NPNT,28,brca_metabric,breast
CDKN1B,27,brca_metabric,breast
TTYH1,26,brca_metabric,breast
HDAC9,26,brca_metabric,breast
GPS2,26,brca_metabric,breast
ZFP36L1,26,brca_metabric,breast
MEN1,25,brca_metabric,breast
BRIP1,24,brca_metabric,breast
STK11,24,brca_metabric,breast
RPGR,24,brca_metabric,breast
PTPN22,23,brca_metabric,breast
MAP3K13,23,brca_metabric,breast
NRG3,23,brca_metabric,breast
FBXW7,23,brca_metabric,breast
OR6A2,22,brca_metabric,breast
LARGE,21,brca_metabric,breast
PRKCE,20,brca_metabric,breast
CLK3,18,brca_metabric,breast
PRKACG,18,brca_metabric,breast
TAF4B,18,brca_metabric,breast
GPR32,17,brca_metabric,breast
FOXP1,17,brca_metabric,breast
PRKCZ,17,brca_metabric,breast
FOXO1,16,brca_metabric,breast
CDKN2A,16,brca_metabric,breast
MAGEA8,16,brca_metabric,breast
DTWD2,16,brca_metabric,breast
CHEK2,16,brca_metabric,breast
CLRN2,16,brca_metabric,breast
LDLRAP1,15,brca_metabric,breast
GH1,15,brca_metabric,breast
PRR16,15,brca_metabric,breast
BRAF,15,brca_metabric,breast
NF2,15,brca_metabric,breast
CTNNA1,15,brca_metabric,breast
FRMD3,15,brca_metabric,breast
KRAS,14,brca_metabric,breast
PPP2R2A,14,brca_metabric,breast
AGTR2,14,brca_metabric,breast
LIPI,14,brca_metabric,breast
ACVRL1,13,brca_metabric,breast
AKT2,13,brca_metabric,breast
NT5E,12,brca_metabric,breast
NR3C1,12,brca_metabric,breast
TBL1XR1,12,brca_metabric,breast
PRKG1,12,brca_metabric,breast
CCND3,10,brca_metabric,breast
SGCD,9,brca_metabric,breast
SPACA1,9,brca_metabric,breast
RASGEF1B,8,brca_metabric,breast
SMAD2,8,brca_metabric,breast
HIST1H2BC,7,brca_metabric,breast
MTAP,7,brca_metabric,breast
MBL2,6,brca_metabric,breast
SMARCD1,6,brca_metabric,breast
NR2F1,5,brca_metabric,breast
HRAS,5,brca_metabric,breast
KLRG1,5,brca_metabric,breast
PRPS2,4,brca_metabric,breast
PPP2CB,4,brca_metabric,breast
NRAS,3,brca_metabric,breast
NDFIP1,3,brca_metabric,breast
STMN2,2,brca_metabric,breast
SMARCB1,2,brca_metabric,breast
TP53,41,brca_bccrc_xenograft_2014,breast
ABCD4,24,brca_bccrc_xenograft_2014,breast
SHOC2,24,brca_bccrc_xenograft_2014,breast
FAM47C,22,brca_bccrc_xenograft_2014,breast
KALRN,22,brca_bccrc_xenograft_2014,breast
PLEC,21,brca_bccrc_xenograft_2014,breast
ZNF415,20,brca_bccrc_xenograft_2014,breast
NOTCH1,20,brca_bccrc_xenograft_2014,breast
CCER1,19,brca_bccrc_xenograft_2014,breast
HPS3,17,brca_bccrc_xenograft_2014,breast
CABLES2,16,brca_bccrc_xenograft_2014,breast
VGLL3,16,brca_bccrc_xenograft_2014,breast
OR2M3,16,brca_bccrc_xenograft_2014,breast
ZNF774,16,brca_bccrc_xenograft_2014,breast
TUBB4A,16,brca_bccrc_xenograft_2014,breast
MMP16,16,brca_bccrc_xenograft_2014,breast
ARMC12,16,brca_bccrc_xenograft_2014,breast
SPTBN4,16,brca_bccrc_xenograft_2014,breast
IFNGR2,16,brca_bccrc_xenograft_2014,breast
ZNF18,16,brca_bccrc_xenograft_2014,breast
ULK2,16,brca_bccrc_xenograft_2014,breast
SLC4A5,16,brca_bccrc_xenograft_2014,breast
CAPN9,16,brca_bccrc_xenograft_2014,breast
RTEL1,16,brca_bccrc_xenograft_2014,breast
MYT1,16,brca_bccrc_xenograft_2014,breast
GABRQ,16,brca_bccrc_xenograft_2014,breast
ASIC5,16,brca_bccrc_xenograft_2014,breast
ATXN7L3,16,brca_bccrc_xenograft_2014,breast
BTNL3,16,brca_bccrc_xenograft_2014,breast
EXOC3L4,16,brca_bccrc_xenograft_2014,breast
SF3A3,16,brca_bccrc_xenograft_2014,breast
ANKRD61,16,brca_bccrc_xenograft_2014,breast
NOTCH3,16,brca_bccrc_xenograft_2014,breast
NRDE2,16,brca_bccrc_xenograft_2014,breast
NPR2,16,brca_bccrc_xenograft_2014,breast
APOA5,16,brca_bccrc_xenograft_2014,breast
SCAMP3,16,brca_bccrc_xenograft_2014,breast
GRM1,16,brca_bccrc_xenograft_2014,breast
C2ORF78,16,brca_bccrc_xenograft_2014,breast
FOXB2,15,brca_bccrc_xenograft_2014,breast
KRTAP13-4,15,brca_bccrc_xenograft_2014,breast
ARMCX6,15,brca_bccrc_xenograft_2014,breast
COL9A1,15,brca_bccrc_xenograft_2014,breast
IGSF9B,15,brca_bccrc_xenograft_2014,breast
RAI1,15,brca_bccrc_xenograft_2014,breast
GALNT8,15,brca_bccrc_xenograft_2014,breast
CNTN5,15,brca_bccrc_xenograft_2014,breast
KLRC1,15,brca_bccrc_xenograft_2014,breast
ABCB8,15,brca_bccrc_xenograft_2014,breast
RABEPK,14,brca_bccrc_xenograft_2014,breast
EFS,14,brca_bccrc_xenograft_2014,breast
NYX,14,brca_bccrc_xenograft_2014,breast
LENG8,14,brca_bccrc_xenograft_2014,breast
CCDC78,14,brca_bccrc_xenograft_2014,breast
HEATR5B,14,brca_bccrc_xenograft_2014,breast
MMP15,14,brca_bccrc_xenograft_2014,breast
AIM2,14,brca_bccrc_xenograft_2014,breast
UNC79,14,brca_bccrc_xenograft_2014,breast
PHF21B,14,brca_bccrc_xenograft_2014,breast
AMD1,14,brca_bccrc_xenograft_2014,breast
FOXN1,14,brca_bccrc_xenograft_2014,breast
AMPH,14,brca_bccrc_xenograft_2014,breast
ERICH3,14,brca_bccrc_xenograft_2014,breast
COL13A1,14,brca_bccrc_xenograft_2014,breast
COL20A1,14,brca_bccrc_xenograft_2014,breast
DHRS4L2,14,brca_bccrc_xenograft_2014,breast
DDX60,14,brca_bccrc_xenograft_2014,breast
CFAP43,14,brca_bccrc_xenograft_2014,breast
SBNO2,14,brca_bccrc_xenograft_2014,breast
PAXIP1,14,brca_bccrc_xenograft_2014,breast
ALS2CR12,14,brca_bccrc_xenograft_2014,breast
SCRN1,14,brca_bccrc_xenograft_2014,breast
KIAA0319,14,brca_bccrc_xenograft_2014,breast
NEDD9,14,brca_bccrc_xenograft_2014,breast
KSR1,14,brca_bccrc_xenograft_2014,breast
ABCC10,14,brca_bccrc_xenograft_2014,breast
PCLO,14,brca_bccrc_xenograft_2014,breast
C2ORF73,14,brca_bccrc_xenograft_2014,breast
COX18,14,brca_bccrc_xenograft_2014,breast
MAU2,14,brca_bccrc_xenograft_2014,breast
TESK1,14,brca_bccrc_xenograft_2014,breast
FCRLB,14,brca_bccrc_xenograft_2014,breast
NRG1,13,brca_bccrc_xenograft_2014,breast
ENKD1,13,brca_bccrc_xenograft_2014,breast
GON4L,13,brca_bccrc_xenograft_2014,breast
BDKRB2,13,brca_bccrc_xenograft_2014,breast
UBAP2L,13,brca_bccrc_xenograft_2014,breast
ATP11C,13,brca_bccrc_xenograft_2014,breast
ANKS1A,13,brca_bccrc_xenograft_2014,breast
ST8SIA3,13,brca_bccrc_xenograft_2014,breast
TDRP,13,brca_bccrc_xenograft_2014,breast
C9ORF57,12,brca_bccrc_xenograft_2014,breast
ABCF3,12,brca_bccrc_xenograft_2014,breast
OR5AN1,12,brca_bccrc_xenograft_2014,breast
DACT2,12,brca_bccrc_xenograft_2014,breast
OBSCN,12,brca_bccrc_xenograft_2014,breast
BEST3,12,brca_bccrc_xenograft_2014,breast
FOXA1,12,brca_bccrc_xenograft_2014,breast
OR1L1,12,brca_bccrc_xenograft_2014,breast
FAAH,12,brca_bccrc_xenograft_2014,breast
UBE4A,12,brca_bccrc_xenograft_2014,breast
UBA7,12,brca_bccrc_xenograft_2014,breast
AES,12,brca_bccrc_xenograft_2014,breast
RAD54B,12,brca_bccrc_xenograft_2014,breast
PKLR,12,brca_bccrc_xenograft_2014,breast
AIM1,12,brca_bccrc_xenograft_2014,breast
TGIF2LX,12,brca_bccrc_xenograft_2014,breast
HCFC2,12,brca_bccrc_xenograft_2014,breast
PCDHB1,12,brca_bccrc_xenograft_2014,breast
ZFP2,12,brca_bccrc_xenograft_2014,breast
ALK,12,brca_bccrc_xenograft_2014,breast
CCHCR1,12,brca_bccrc_xenograft_2014,breast
FLNC,12,brca_bccrc_xenograft_2014,breast
TMEM175,12,brca_bccrc_xenograft_2014,breast
OSR2,12,brca_bccrc_xenograft_2014,breast
SI,12,brca_bccrc_xenograft_2014,breast
MED1,12,brca_bccrc_xenograft_2014,breast
PRPF8,12,brca_bccrc_xenograft_2014,breast
RNF14,12,brca_bccrc_xenograft_2014,breast
SNED1,12,brca_bccrc_xenograft_2014,breast
PLA2R1,12,brca_bccrc_xenograft_2014,breast
SLC22A3,12,brca_bccrc_xenograft_2014,breast
ITPRIP,12,brca_bccrc_xenograft_2014,breast
OAZ3,12,brca_bccrc_xenograft_2014,breast
ATP2A1,12,brca_bccrc_xenograft_2014,breast
KDM1A,12,brca_bccrc_xenograft_2014,breast
SP2,12,brca_bccrc_xenograft_2014,breast
MYH7,12,brca_bccrc_xenograft_2014,breast
KLK7,12,brca_bccrc_xenograft_2014,breast
MYOM1,12,brca_bccrc_xenograft_2014,breast
XKR9,12,brca_bccrc_xenograft_2014,breast
ADGRB3,12,brca_bccrc_xenograft_2014,breast
ZNF200,12,brca_bccrc_xenograft_2014,breast
DAPK1,12,brca_bccrc_xenograft_2014,breast
NDUFS2,12,brca_bccrc_xenograft_2014,breast
PTK2,12,brca_bccrc_xenograft_2014,breast
MXRA7,12,brca_bccrc_xenograft_2014,breast
KRT73,12,brca_bccrc_xenograft_2014,breast
ITPR3,12,brca_bccrc_xenograft_2014,breast
GLB1,12,brca_bccrc_xenograft_2014,breast
NQO1,12,brca_bccrc_xenograft_2014,breast
KIF2A,12,brca_bccrc_xenograft_2014,breast
FAT4,12,brca_bccrc_xenograft_2014,breast
NUP107,12,brca_bccrc_xenograft_2014,breast
ARMC10,12,brca_bccrc_xenograft_2014,breast
SH2D2A,12,brca_bccrc_xenograft_2014,breast
TDO2,12,brca_bccrc_xenograft_2014,breast
ECT2,12,brca_bccrc_xenograft_2014,breast
PIKFYVE,12,brca_bccrc_xenograft_2014,breast
TGFBI,12,brca_bccrc_xenograft_2014,breast
KAT7,12,brca_bccrc_xenograft_2014,breast
TMEM78,12,brca_bccrc_xenograft_2014,breast
RP1L1,12,brca_bccrc_xenograft_2014,breast
TMED8,12,brca_bccrc_xenograft_2014,breast
LRP5,12,brca_bccrc_xenograft_2014,breast
TNS4,12,brca_bccrc_xenograft_2014,breast
SYTL1,12,brca_bccrc_xenograft_2014,breast
PRG4,12,brca_bccrc_xenograft_2014,breast
HSPA14,12,brca_bccrc_xenograft_2014,breast
SLC4A11,12,brca_bccrc_xenograft_2014,breast
MAG,11,brca_bccrc_xenograft_2014,breast
COL10A1,11,brca_bccrc_xenograft_2014,breast
PILRB,11,brca_bccrc_xenograft_2014,breast
GAS7,11,brca_bccrc_xenograft_2014,breast
TDP2,11,brca_bccrc_xenograft_2014,breast
KIAA0100,11,brca_bccrc_xenograft_2014,breast
SPTA1,11,brca_bccrc_xenograft_2014,breast
C9ORF172,11,brca_bccrc_xenograft_2014,breast
MMS19,11,brca_bccrc_xenograft_2014,breast
RGPD8,11,brca_bccrc_xenograft_2014,breast
GRK7,11,brca_bccrc_xenograft_2014,breast
LGALS1,11,brca_bccrc_xenograft_2014,breast
CEMIP,11,brca_bccrc_xenograft_2014,breast
LHCGR,11,brca_bccrc_xenograft_2014,breast
ACOXL,11,brca_bccrc_xenograft_2014,breast
RPL19,11,brca_bccrc_xenograft_2014,breast
STAG1,10,brca_bccrc_xenograft_2014,breast
EPS8L2,10,brca_bccrc_xenograft_2014,breast
FAT3,10,brca_bccrc_xenograft_2014,breast
CHD1L,10,brca_bccrc_xenograft_2014,breast
AOC3,10,brca_bccrc_xenograft_2014,breast
TRAF3IP3,10,brca_bccrc_xenograft_2014,breast
KMT2C,9,brca_bccrc_xenograft_2014,breast
CREBBP,9,brca_bccrc_xenograft_2014,breast
AHNAK2,9,brca_bccrc_xenograft_2014,breast
GLRX5,8,brca_bccrc_xenograft_2014,breast
PDE2A,8,brca_bccrc_xenograft_2014,breast
ZNF672,8,brca_bccrc_xenograft_2014,breast
LZTR1,8,brca_bccrc_xenograft_2014,breast
HK3,8,brca_bccrc_xenograft_2014,breast
CORO1C,8,brca_bccrc_xenograft_2014,breast
GPN1,8,brca_bccrc_xenograft_2014,breast
ACTG2,8,brca_bccrc_xenograft_2014,breast
EXOSC8,8,brca_bccrc_xenograft_2014,breast
MCM6,8,brca_bccrc_xenograft_2014,breast
GRXCR1,8,brca_bccrc_xenograft_2014,breast
ACTL6A,8,brca_bccrc_xenograft_2014,breast
IQCD,8,brca_bccrc_xenograft_2014,breast
PLEKHN1,8,brca_bccrc_xenograft_2014,breast
F2R,8,brca_bccrc_xenograft_2014,breast
TRRAP,8,brca_bccrc_xenograft_2014,breast
PLA2G15,8,brca_bccrc_xenograft_2014,breast
DNTTIP2,8,brca_bccrc_xenograft_2014,breast
LINC01545,8,brca_bccrc_xenograft_2014,breast
OR6F1,8,brca_bccrc_xenograft_2014,breast
CCR2,8,brca_bccrc_xenograft_2014,breast
U2AF1,8,brca_bccrc_xenograft_2014,breast
FAT1,8,brca_bccrc_xenograft_2014,breast
ADRBK1,8,brca_bccrc_xenograft_2014,breast
KCNQ5,8,brca_bccrc_xenograft_2014,breast
CLCNKA,8,brca_bccrc_xenograft_2014,breast
OR2AT4,8,brca_bccrc_xenograft_2014,breast
CD99,8,brca_bccrc_xenograft_2014,breast
SCNN1B,8,brca_bccrc_xenograft_2014,breast
MMP14,8,brca_bccrc_xenograft_2014,breast
ZNF653,8,brca_bccrc_xenograft_2014,breast
ARMC6,8,brca_bccrc_xenograft_2014,breast
COL1A1,8,brca_bccrc_xenograft_2014,breast
POLB,8,brca_bccrc_xenograft_2014,breast
POLE,8,brca_bccrc_xenograft_2014,breast
OR6P1,8,brca_bccrc_xenograft_2014,breast
SLC3A2,8,brca_bccrc_xenograft_2014,breast
RHOB,8,brca_bccrc_xenograft_2014,breast
IGHV1OR21-1,8,brca_bccrc_xenograft_2014,breast
RAD51AP2,8,brca_bccrc_xenograft_2014,breast
OR6A2,8,brca_bccrc_xenograft_2014,breast
SLC9A3,8,brca_bccrc_xenograft_2014,breast
DACH2,8,brca_bccrc_xenograft_2014,breast
C6ORF10,8,brca_bccrc_xenograft_2014,breast
PRCC,8,brca_bccrc_xenograft_2014,breast
ZFP64,8,brca_bccrc_xenograft_2014,breast
DEF6,8,brca_bccrc_xenograft_2014,breast
PPIL1,8,brca_bccrc_xenograft_2014,breast
MKX,8,brca_bccrc_xenograft_2014,breast
KRT38,8,brca_bccrc_xenograft_2014,breast
TRIM37,8,brca_bccrc_xenograft_2014,breast
RAB11FIP3,8,brca_bccrc_xenograft_2014,breast
IL13RA1,8,brca_bccrc_xenograft_2014,breast
ACAP1,8,brca_bccrc_xenograft_2014,breast
C17ORF74,8,brca_bccrc_xenograft_2014,breast
ILF2,8,brca_bccrc_xenograft_2014,breast
ATP6AP1,8,brca_bccrc_xenograft_2014,breast
ARMC3,8,brca_bccrc_xenograft_2014,breast
DOCK11,8,brca_bccrc_xenograft_2014,breast
METRNL,8,brca_bccrc_xenograft_2014,breast
MTHFD2,8,brca_bccrc_xenograft_2014,breast
STK26,8,brca_bccrc_xenograft_2014,breast
H1FNT,8,brca_bccrc_xenograft_2014,breast
ZNF184,8,brca_bccrc_xenograft_2014,breast
DHRS13,8,brca_bccrc_xenograft_2014,breast
SPOCK2,8,brca_bccrc_xenograft_2014,breast
GCKR,8,brca_bccrc_xenograft_2014,breast
ITGAM,8,brca_bccrc_xenograft_2014,breast
ITIH2,8,brca_bccrc_xenograft_2014,breast
OR2B11,8,brca_bccrc_xenograft_2014,breast
HAUS4,8,brca_bccrc_xenograft_2014,breast
KCNB1,8,brca_bccrc_xenograft_2014,breast
NFATC1,8,brca_bccrc_xenograft_2014,breast
PTX3,8,brca_bccrc_xenograft_2014,breast
PYGB,8,brca_bccrc_xenograft_2014,breast
PUM3,8,brca_bccrc_xenograft_2014,breast
SARDH,8,brca_bccrc_xenograft_2014,breast
NNMT,8,brca_bccrc_xenograft_2014,breast
TBX2,8,brca_bccrc_xenograft_2014,breast
NPBWR1,8,brca_bccrc_xenograft_2014,breast
CCDC53,8,brca_bccrc_xenograft_2014,breast
MEI1,8,brca_bccrc_xenograft_2014,breast
IKZF5,8,brca_bccrc_xenograft_2014,breast
ZNF404,8,brca_bccrc_xenograft_2014,breast
TFR2,8,brca_bccrc_xenograft_2014,breast
LGALS9,8,brca_bccrc_xenograft_2014,breast
SIAH3,8,brca_bccrc_xenograft_2014,breast
GREM2,8,brca_bccrc_xenograft_2014,breast
MESDC1,8,brca_bccrc_xenograft_2014,breast
OSBP,8,brca_bccrc_xenograft_2014,breast
EEF2,8,brca_bccrc_xenograft_2014,breast
ABCB10,8,brca_bccrc_xenograft_2014,breast
ZDHHC23,8,brca_bccrc_xenograft_2014,breast
EGFR,8,brca_bccrc_xenograft_2014,breast
SLC35B4,8,brca_bccrc_xenograft_2014,breast
KAAG1,8,brca_bccrc_xenograft_2014,breast
OR6K3,8,brca_bccrc_xenograft_2014,breast
MYOM2,8,brca_bccrc_xenograft_2014,breast
MAP3K13,8,brca_bccrc_xenograft_2014,breast
DHRS2,8,brca_bccrc_xenograft_2014,breast
FGGY,8,brca_bccrc_xenograft_2014,breast
RASGRP2,8,brca_bccrc_xenograft_2014,breast
TRAF1,7,brca_bccrc_xenograft_2014,breast
PDGFRA,7,brca_bccrc_xenograft_2014,breast
HLA-F,7,brca_bccrc_xenograft_2014,breast
LGR4,7,brca_bccrc_xenograft_2014,breast
TUBGCP5,7,brca_bccrc_xenograft_2014,breast
CHRNB2,7,brca_bccrc_xenograft_2014,breast
SNAP29,7,brca_bccrc_xenograft_2014,breast
A2ML1,7,brca_bccrc_xenograft_2014,breast
ISLR2,7,brca_bccrc_xenograft_2014,breast
OR4K17,7,brca_bccrc_xenograft_2014,breast
FNTB,7,brca_bccrc_xenograft_2014,breast
APC,7,brca_bccrc_xenograft_2014,breast
ST3GAL3,7,brca_bccrc_xenograft_2014,breast
SYT10,7,brca_bccrc_xenograft_2014,breast
S1PR5,7,brca_bccrc_xenograft_2014,breast
HEATR6,7,brca_bccrc_xenograft_2014,breast
GTPBP8,7,brca_bccrc_xenograft_2014,breast
PELP1,7,brca_bccrc_xenograft_2014,breast
PSMG1,7,brca_bccrc_xenograft_2014,breast
TMEM37,7,brca_bccrc_xenograft_2014,breast
SLFNL1,7,brca_bccrc_xenograft_2014,breast
ZNF121,7,brca_bccrc_xenograft_2014,breast
INTU,7,brca_bccrc_xenograft_2014,breast
ZNF678,7,brca_bccrc_xenograft_2014,breast
TSPYL2,7,brca_bccrc_xenograft_2014,breast
DRC1,7,brca_bccrc_xenograft_2014,breast
P4HA3,7,brca_bccrc_xenograft_2014,breast
DCST2,7,brca_bccrc_xenograft_2014,breast
AKAP4,7,brca_bccrc_xenograft_2014,breast
ZNF852,7,brca_bccrc_xenograft_2014,breast
FERD3L,7,brca_bccrc_xenograft_2014,breast
SEMA4A,7,brca_bccrc_xenograft_2014,breast
RMND1,7,brca_bccrc_xenograft_2014,breast
NONO,7,brca_bccrc_xenograft_2014,breast
GPM6B,7,brca_bccrc_xenograft_2014,breast
ATN1,7,brca_bccrc_xenograft_2014,breast
TCN1,7,brca_bccrc_xenograft_2014,breast
TPRKB,7,brca_bccrc_xenograft_2014,breast
DNAJB4,7,brca_bccrc_xenograft_2014,breast
PCDHA5,7,brca_bccrc_xenograft_2014,breast
NR3C1,7,brca_bccrc_xenograft_2014,breast
BTN2A1,7,brca_bccrc_xenograft_2014,breast
LRRC9,7,brca_bccrc_xenograft_2014,breast
FBXL16,7,brca_bccrc_xenograft_2014,breast
SMU1,7,brca_bccrc_xenograft_2014,breast
N6AMT2,7,brca_bccrc_xenograft_2014,breast
TNR,7,brca_bccrc_xenograft_2014,breast
RPL23A,6,brca_bccrc_xenograft_2014,breast
TPR,6,brca_bccrc_xenograft_2014,breast
PEX10,6,brca_bccrc_xenograft_2014,breast
ZNF683,6,brca_bccrc_xenograft_2014,breast
ADCY3,6,brca_bccrc_xenograft_2014,breast
CIZ1,6,brca_bccrc_xenograft_2014,breast
AFF2,6,brca_bccrc_xenograft_2014,breast
WNT10B,6,brca_bccrc_xenograft_2014,breast
AOAH,6,brca_bccrc_xenograft_2014,breast
FERMT1,6,brca_bccrc_xenograft_2014,breast
TUT1,6,brca_bccrc_xenograft_2014,breast
PLEKHO2,6,brca_bccrc_xenograft_2014,breast
CTNNA3,6,brca_bccrc_xenograft_2014,breast
EXOC2,6,brca_bccrc_xenograft_2014,breast
PRDM16,6,brca_bccrc_xenograft_2014,breast
RELN,6,brca_bccrc_xenograft_2014,breast
NAP1L3,6,brca_bccrc_xenograft_2014,breast
OR10H4,6,brca_bccrc_xenograft_2014,breast
UPF3B,6,brca_bccrc_xenograft_2014,breast
SEMA3G,6,brca_bccrc_xenograft_2014,breast
WNK1,6,brca_bccrc_xenograft_2014,breast
INSC,6,brca_bccrc_xenograft_2014,breast
TAL2,6,brca_bccrc_xenograft_2014,breast
DNASE1L3,6,brca_bccrc_xenograft_2014,breast
PLA2G7,6,brca_bccrc_xenograft_2014,breast
KRT13,6,brca_bccrc_xenograft_2014,breast
RARRES1,6,brca_bccrc_xenograft_2014,breast
RNASE8,6,brca_bccrc_xenograft_2014,breast
KRT33B,6,brca_bccrc_xenograft_2014,breast
PCDHB14,6,brca_bccrc_xenograft_2014,breast
SLC2A14,6,brca_bccrc_xenograft_2014,breast
GDPD4,6,brca_bccrc_xenograft_2014,breast
THBS4,6,brca_bccrc_xenograft_2014,breast
SPACA1,6,brca_bccrc_xenograft_2014,breast
